from	to
6118	80010
6119	7150
6119	7156
6119	55120
6119	9557
6119	80010
6613	7153
6613	7155
6613	7158
6613	7520
6613	8554
6613	9656
6613	10111
7013	7014
7013	10111
7013	25913
7013	26277
7013	54386
7013	55655
7013	65057
7014	7156
7014	7486
7014	7520
7014	10111
7014	25913
7014	26277
7014	54386
7014	55655
7014	65057
7150	7153
7150	7155
7150	7157
7150	7515
7150	10714
7150	11073
7150	23649
7150	54107
7150	55775
7150	56655
7150	57804
7150	200558
7153	7155
7153	7157
7153	7520
7153	10714
7153	23649
7153	54107
7153	56655
7153	57804
7155	7157
7155	7520
7155	10111
7155	10714
7155	11073
7155	23649
7155	54107
7155	56655
7155	57804
7156	26277
7156	55120
7156	57697
7156	378708
7156	80010
7157	7158
7157	7486
7157	7515
7157	8554
7157	9656
7157	11200
7157	995
7158	8243
7158	9656
7158	11200
7158	64421
7486	7520
7486	9656
7486	55655
7515	11200
7515	55775
7515	200558
7515	9557
7518	7520
7518	10111
7518	55655
7518	79840
7518	200558
7520	10111
7520	26277
7520	54386
7520	79840
7520	200558
7520	9557
8243	9656
8243	63922
9656	10111
9656	11200
9656	54386
9656	55655
10111	11073
10111	11200
10111	25913
10111	26277
10111	54386
10111	55655
10111	64421
10111	65057
10714	23649
10714	54107
10714	56655
10714	57804
11200	995
23649	54107
23649	56655
23649	57804
25913	26277
25913	54386
25913	65057
26277	54386
26277	65057
51720	84142
54107	56655
54107	57804
54386	65057
54921	63922
54921	79075
55120	57697
55120	201254
55120	378708
55120	80010
55120	80233
56655	57804
57697	201254
57697	378708
57697	80010
57697	80233
63922	79075
200558	9557
201254	378708
378708	80010
378708	80233
